Well_Name,depth_m,Facies,Porosity,reflection_strength,instantaneous_phase,instantaneous_frequency,instantaneous_amplitude,rms_attribute,discontinuity,sweetness,thin_bed_indicator,relative_amp_change_x,relative_amp_change_y
B9,2124.3199999999997,0.0,0.12006611559999682,1839.8995,-71.15479,0.025180122,-722.83716,1399.4572,39.76623,12373.724,0.0023411145,-0.13434945,0.41155112
B9,2128.611,0.0,0.11641694760000013,1769.8367,-72.25755,0.0257622,130.09525,1381.7058,43.190006,11980.196,0.002899536,0.0062215063,0.3112867
B9,2132.902,0.0,0.1190261884000007,1777.071,-32.461136,0.026663907,883.8494,1405.7838,45.937344,12093.672,0.003993602,0.12387795,0.28716907
B9,2137.193,0.0,0.12197177479999768,1867.3563,8.7282,0.013934801,1320.2334,1451.192,48.449726,12761.433,-0.008024016,0.27761477,0.14178225
B9,2141.484,0.0,0.1198725684000007,2043.2157,10.254128,0.02256224,1240.891,1503.3413,51.11656,13961.421,0.0018446938,0.3105973,0.10428773
B9,2145.775,0.0,0.12393211580000038,2215.2334,45.107376,0.020293117,625.98615,1547.2412,52.30681,15063.781,0.0009435116,0.28234965,0.1220723
B9,2150.066,0.0,0.12525190339999973,2319.0386,76.455376,0.017971352,-246.78185,1556.4976,51.240128,15683.761,-0.00024844083,0.28564644,0.14132303
B9,2154.357,3.0,0.10446100780000048,2356.6304,24.216793,0.013673597,-1060.043,1543.5483,47.780483,15884.16,-0.0037768255,0.28855574,0.18078643
B9,2158.648,0.0,0.12620512859999994,2307.63,45.339222,0.016245915,-1357.5775,1543.1115,45.015205,15549.512,-0.0006964816,0.21143763,0.1749743
B9,2162.939,0.0,0.11967175260000258,2247.4072,30.435263,0.018059019,-1218.728,1562.2893,45.542038,15170.809,0.0012266333,0.124134965,0.16124879
B9,2167.23,0.0,0.11630710279999978,2182.797,-61.667892,0.01725205,-782.344,1578.1786,46.991096,14723.679,3.9912127e-05,0.061800983,0.13966638
B9,2171.5209999999997,0.0,0.121267370799998,2083.5225,-75.01761,0.017513053,-365.7957,1578.8445,45.891968,14194.184,-0.00031560287,0.034135208,0.11655792
B9,2175.812,0.0,0.13923085639999258,2100.6147,-87.96414,0.019198842,30.91706,1576.7726,42.124126,14593.599,0.0007845639,0.036053207,0.09026209
B9,2180.103,0.0,0.12187191379999993,2118.13,-58.306538,0.018847425,566.47925,1591.6581,40.694035,14871.161,-7.53426e-05,0.072332725,0.031398136
B9,2184.3940000000002,0.0,0.11947651380000028,2159.7004,-29.191793,0.021111084,1181.3842,1628.3702,43.333614,15313.779,0.001622472,0.12796971,-0.042163134
B9,2188.685,0.0,0.11213878820000042,2241.7651,3.419765,0.017953845,1736.7819,1677.1411,46.601624,16094.799,-0.0021530108,0.19470447,-0.13169271
B9,2192.976,3.0,0.12166198460000004,2386.2925,11.154146,0.022453688,1816.1244,1714.7926,46.872864,17250.0,0.0016557367,0.19224352,-0.12483215
B9,2197.267,3.0,0.14455750979999357,2515.3567,45.839706,0.021792386,1221.0552,1720.3634,45.338657,18159.121,0.00021626963,0.139739,-0.08042412
B9,2201.558,0.0,0.12399851999999965,2488.6357,79.50371,0.022506936,229.2734,1676.3335,45.35722,17848.762,0.00047060847,0.085436426,-0.063950166
B9,2205.849,0.0,0.10941575239999997,2413.942,34.271523,0.02471939,-683.16583,1604.8932,47.81639,17185.459,0.0030407852,0.013673942,-0.061089832
B9,2210.14,0.0,0.13242773439999264,2283.5093,32.45704,0.023032315,-1139.3854,1550.6147,50.386852,16439.89,0.002663209,-0.062042315,-0.07550677
B9,2214.431,0.0,0.11452755099999945,2144.1172,28.03644,0.012105793,-901.3578,1547.3899,52.72012,15631.566,-0.006447601,-0.10551744,-0.10408415
B9,2218.7219999999998,0.0,0.11902372519999849,2048.4036,6.7369876,0.014990562,-246.78188,1593.6196,53.851696,14780.059,-0.0019889185,-0.10842681,-0.17050989
B9,2223.013,0.0,0.10616064880000076,2182.0566,-50.106194,0.0133803785,586.3149,1666.3455,52.60765,15842.547,-0.002793618,-0.09686075,-0.05485577
B9,2227.304,0.0,0.12509351660000004,2438.817,-9.436719,0.019253682,1181.384,1762.0172,49.89555,17993.523,0.0028790617,-0.07936353,0.0116648935
B9,2231.5950000000003,0.0,0.11348640720000122,2760.5127,20.305605,0.017246118,1359.9048,1854.168,46.29487,20669.096,-1.1035603e-05,-0.15802076,0.10020171
B9,2235.886,0.0,0.10567213199999911,3054.544,46.946716,0.018928653,1022.6989,1950.7338,43.71962,23428.053,0.00081590895,-0.20990807,0.21922071
B9,2240.177,0.0,0.12223916740000042,3434.6504,76.18694,0.02001503,209.4378,2098.8306,39.10671,27055.805,0.0015281314,-0.15035278,0.33410898
B9,2244.468,0.0,0.12186712240000051,3741.4514,67.10537,0.018350856,-1040.2074,2385.0667,32.180305,29781.791,1.5343605e-05,-0.14905371,0.32229683
B9,2248.759,0.0,0.12240632659999931,4063.5122,55.453026,0.018017944,-2309.6882,2810.4678,28.014305,32421.086,0.00017561158,-0.13509566,0.3483475
B9,2253.05,0.0,0.11998276579999968,4264.9536,83.28644,0.015036917,-3400.6477,3236.149,27.654955,34090.125,-0.0021435064,-0.107302696,0.42363372
B9,2257.341,0.0,0.12457629359999982,4434.182,46.514866,0.017097387,-3975.8818,3531.5474,28.986202,35705.207,0.0006262986,-0.104688644,0.502563
B9,2261.632,0.0,0.12658529900000037,4736.629,-47.073776,0.015617399,-3936.21,3625.3755,29.15748,38360.387,-0.00020921095,0.02086613,0.2933625
B9,2265.923,0.0,0.1324240167999976,4837.4297,-102.94864,0.01479679,-3162.62,3483.8247,26.705229,39071.844,-0.00042216154,0.07486269,0.18996382
B9,2270.214,0.0,0.11584200820000415,4890.735,-120.09115,0.014455161,-1853.4683,3160.6433,22.732552,39742.17,-9.44071e-05,0.100063324,0.11647333
B9,2274.505,0.0,0.1218978447999999,4748.75,-97.76139,0.013270896,-306.28876,2813.6418,18.973396,38752.14,-0.000495896,0.112635694,0.07509753
B9,2278.796,0.0,0.11833090739999969,4615.93,-77.26104,0.012993689,1121.8772,2637.7275,16.47131,37225.48,9.805164e-06,0.1040922,0.0797903
B9,2283.087,0.0,0.10452105419999895,4381.2065,-57.18892,0.010643457,2292.1797,2741.0989,15.566271,35249.195,-0.0017551099,0.08326748,0.0830071
B9,2287.3779999999997,0.0,0.12455061999999925,4230.028,-40.74733,0.011688755,3026.0981,3053.886,16.379936,35138.86,-0.0005172816,0.049771626,0.09400365
B9,2291.669,0.0,0.11602523480000063,4264.1577,-22.691013,0.01163318,3660.8386,3406.7612,18.250244,36779.324,-0.0009088623,0.011464119,0.092133574
B9,2295.96,0.0,0.11596221779999892,4373.581,-4.7205386,0.014015012,4037.7158,3633.0479,19.272726,38131.625,0.0006157289,-0.014740096,0.10043216
B9,2300.251,0.0,0.10659497119999974,4639.0645,16.929289,0.015672963,4037.7158,3634.1677,18.59159,39719.992,0.0010588822,-0.01578082,0.10056443
B9,2304.542,0.0,0.11142819360000444,4662.3784,41.140255,0.016497813,3145.112,3414.338,17.203362,39446.676,0.0005632268,-0.008598751,0.0858269
B9,2308.833,0.0,0.1116974402,4615.673,66.62541,0.018521324,1538.4254,3061.917,16.86718,38977.6,0.0015198141,-0.005894608,0.06704707
B9,2313.124,0.0,0.12772788939999422,4269.61,95.23643,0.018338747,-405.46695,2697.1045,18.135666,35650.805,0.00084038154,-0.004290157,0.024228016
B9,2317.415,0.0,0.11980760299999961,3708.1396,123.56539,0.02010359,-1813.797,2406.3613,21.60648,30011.754,0.0027370558,-0.023596631,-0.006865925
B9,2321.706,0.0,0.12479598159999968,3053.3381,74.620605,0.013481404,-2170.8386,2207.0728,28.10633,23583.379,-0.0032784913,-0.058369186,-0.054081466
B9,2325.997,0.0,0.12331404440000156,2384.5942,-44.553867,0.015880473,-1595.605,2066.787,37.687584,18533.04,-0.00011338916,-0.13175,-0.09024652
B9,2330.288,0.0,0.13216793879999975,2167.7483,-20.022345,0.014129932,-722.8371,1933.2949,45.408833,16742.0,-0.0012955049,-0.039422195,-0.11046118
B9,2334.5789999999997,0.0,0.12054922460000046,2229.9448,21.805006,0.015064703,-266.61746,1801.7913,48.032837,17641.041,-0.00021902847,0.077759586,-0.06264406
B9,2338.87,0.0,0.1333829801999997,2372.5854,45.07636,0.015837545,-385.63135,1687.0724,49.277306,19200.332,0.00019030803,0.094018884,-0.063948765
B9,2343.161,0.0,0.13570033219999797,2555.5894,-10.458437,0.016278014,-643.49457,1635.0562,52.892014,21357.941,-0.00010712992,0.09707382,-0.04718248
B9,2347.452,0.0,0.1566338959999941,2550.744,14.68719,0.01732318,-762.50836,1698.1586,53.82632,22070.912,-0.00017377904,0.050092086,-0.053229198
B9,2351.743,0.0,0.11030154239999894,2711.329,1.4473453,0.020005532,-425.30258,1835.3756,50.19246,24813.096,0.0016070646,-0.031946685,-0.029775672
B9,2356.034,0.0,0.10887142779999971,2555.2778,-7.648914,0.019947939,-147.60365,1945.2623,47.011013,24755.533,0.002060221,-0.068404466,-0.009272045
B9,2360.325,0.0,0.11734410200000019,2700.5835,23.165863,0.026900388,-266.61752,1942.1884,44.990883,28517.133,0.011455607,-0.107967824,0.039310243
B9,2364.616,0.0,0.12600500240000082,2746.6897,-35.279495,0.0,-822.0153,1804.4637,42.014362,31740.455,-0.011409428,-0.051895116,0.08776723
C1,1394.85,NA,NA,2789.5105,79.76039,-0.019638136,576.3971,932.8892,34.784435,37210.223,-0.018301703,-0.0020421345,-0.36255518
C1,1399.1409999999998,NA,NA,2381.239,49.42419,0.006881336,1528.5077,1160.8885,20.819473,28594.744,0.005193119,-0.048232157,-0.50974053
C1,1403.432,NA,NA,3560.0242,60.0542,0.014143829,1617.768,1406.0101,14.147777,40214.75,0.007779013,-0.06103651,-0.32772818
C1,1407.723,NA,NA,4071.278,81.90302,0.017329259,427.6298,1790.525,12.69687,43206.926,0.005783322,0.056441944,-0.1898818
C1,1412.014,NA,NA,4499.349,108.67257,0.018817304,-1446.8379,2297.4958,13.90559,45104.938,0.002906708,0.11745898,-0.09765315
C1,1416.3049999999998,NA,NA,4457.314,137.74078,0.018869385,-3232.0452,2777.0234,16.267164,41938.92,0.00044997933,0.14376509,-0.028128782
C1,1420.596,NA,NA,4323.573,166.88947,0.021169065,-4154.402,3086.2815,17.406757,38350.938,0.0018680339,0.12537916,0.0039117336
C1,1424.887,NA,NA,3958.162,-160.40942,0.02127445,-3648.5935,3143.1692,20.762423,33486.043,0.0016906108,0.05947566,0.0031192303
C1,1429.1779999999999,NA,NA,3439.5137,-127.545494,0.01730533,-2012.1537,2932.3945,23.489798,27817.01,-0.0026656983,-0.02594618,-0.029189983
C1,1433.4689999999998,NA,NA,2909.4607,-100.81292,0.017011696,-197.19275,2523.8633,24.678185,22459.896,-0.0037814844,-0.1345073,-0.0922519
C1,1437.76,NA,NA,2581.1687,-14.533931,0.025660725,754.9178,2082.387,27.049326,19480.123,0.003745462,-0.054029148,-0.17370105
C1,1442.051,NA,NA,2479.154,-34.89426,0.02750627,933.43866,1801.9742,34.109222,17977.557,0.0045046327,0.26680925,-0.25964507
C1,1446.3419999999999,NA,NA,2426.032,7.5963173,0.023653341,606.1506,1748.1674,42.856556,17022.752,0.0002250097,0.2768215,-0.22625823
C1,1450.6329999999998,NA,NA,2494.686,-75.86495,0.022097444,278.86252,1840.4176,40.247963,17230.04,-0.00078030076,0.30983225,-0.15673316
C1,1454.924,NA,NA,2588.1921,-41.729702,0.022874942,427.6298,2020.708,33.83085,17662.287,0.001134243,0.16525805,0.010828177
C1,1459.215,NA,NA,2746.6516,-6.3934097,0.012714949,1201.2196,2224.9514,32.32739,18727.094,-0.007870586,0.04023687,0.17307484
C1,1463.5059999999999,NA,NA,2936.783,-16.751867,0.025191205,2361.6045,2364.7207,31.573618,20052.084,0.0053989906,-0.008933425,0.30761585
C1,1467.797,NA,NA,3310.887,22.162504,0.018512592,2956.673,2407.0479,23.410019,22488.111,-0.0008783673,-0.21074736,0.2515236
C1,1472.088,NA,NA,3677.323,50.760014,0.017200936,2450.8645,2401.5686,14.839957,25044.549,-0.0021454773,-0.3173,0.21610475
C1,1476.379,NA,NA,4036.5027,77.33133,0.019295251,933.4385,2532.657,11.008454,27557.664,-0.0003662035,-0.37439832,0.18380721
C1,1480.6699999999998,NA,NA,4497.8325,107.137856,0.02075453,-1327.8241,2918.347,9.901068,30708.162,0.00054483436,-0.4161718,0.1545273
C1,1484.961,NA,NA,4924.9766,139.19862,0.021822447,-3708.1003,3417.3186,9.922066,33658.156,0.00085540797,-0.44915485,0.14803179
C1,1489.252,NA,NA,5360.0913,112.90908,0.023237163,-5255.28,3794.3477,10.036909,36852.168,0.001522066,-0.3659145,0.1410919
C1,1493.543,NA,NA,5631.1504,-151.19508,0.022544013,-4868.485,3912.6204,9.595773,38882.34,0.0005080127,-0.30630302,0.13271952
C1,1497.8339999999998,NA,NA,5666.1196,-116.369995,0.02198737,-2458.4553,3804.5662,9.035734,39135.49,0.00010713827,-0.24277313,0.12212745
C1,1502.125,NA,NA,5587.1245,-82.40479,0.021149555,784.6712,3638.4316,8.726849,38628.344,-0.00020428184,-0.18102868,0.10489067
C1,1506.416,NA,NA,5339.088,-49.733807,0.019944515,3462.4824,3587.544,9.123578,36955.05,-0.00063129276,-0.13736351,0.08584595
C1,1510.7069999999999,NA,NA,5053.834,-18.924314,0.01964022,4771.6343,3665.2568,10.510117,34976.87,-6.0326605e-05,-0.09889523,0.06193638
C1,1514.9979999999998,NA,NA,4675.644,11.4151125,0.018131994,4563.36,3696.8728,13.152087,32152.037,-0.0007528916,-0.05846222,0.03955253
C1,1519.289,NA,NA,4159.4077,39.42469,0.017019764,3135.194,3488.7932,16.419102,28213.049,-0.0012576043,-0.005230268,0.022746563
C1,1523.58,NA,NA,3680.046,65.71614,0.017492533,1379.7402,2992.9944,17.782509,24546.58,-0.00056893524,0.044397753,0.025127491
C1,1527.8709999999999,NA,NA,3176.5027,92.73791,0.017845416,-167.43929,2344.3188,17.08101,20849.605,-0.00059054355,0.0790989,0.08116726
C1,1532.1619999999998,NA,NA,2653.8,120.30479,0.018968277,-1119.5498,1787.209,18.040403,17254.271,-0.00053771137,0.103715025,0.17509146
C1,1536.453,NA,NA,2154.8274,89.606224,0.02168586,-1446.8379,1506.4161,23.294874,13974.871,0.00045802048,0.15865617,0.23768874
C1,1540.744,NA,NA,1857.7363,123.105675,0.025211273,-1327.8241,1478.4086,34.347393,12064.933,0.0018658623,0.12722833,0.17352577
C1,1545.0349999999999,NA,NA,1765.6123,-17.948963,0.026668696,-851.76874,1511.7427,47.982986,11475.227,0.0012578121,0.19187172,0.0034161806
C1,1549.326,NA,NA,1796.3789,23.247772,0.030494725,-345.96,1511.2167,53.819107,11659.656,0.0034440027,0.21744172,-0.14095028
C1,1553.617,NA,NA,2014.5724,10.354806,0.028418938,-78.178894,1487.6313,51.66228,13069.891,0.00070189853,0.0956668,-0.2158093
C1,1557.908,NA,NA,2240.131,54.255245,0.027622072,-107.93237,1500.8677,48.18352,14702.987,0.00030744213,-0.014452179,-0.22657545
C1,1562.1989999999998,NA,NA,2369.2075,-23.075289,0.02969922,-345.96005,1583.1377,47.581097,15695.433,0.00321661,-0.07900647,-0.1400466
C1,1566.49,NA,NA,2383.1738,22.802877,0.014079141,-435.22043,1674.3364,49.1557,15710.565,-0.011563111,-0.17647023,-0.036928695
C1,1570.781,NA,NA,2338.3281,-45.44823,0.031065965,-435.22037,1710.9388,48.068096,15353.722,0.005927209,-0.13597226,0.064366184
C1,1575.072,NA,NA,2304.36,2.5412319,0.0269307,-583.9876,1683.605,46.6951,15022.977,0.0021141742,0.08587563,0.16227953
C1,1579.3629999999998,NA,NA,2182.107,-15.857305,0.021196192,-643.49457,1615.7383,45.68994,14049.001,-0.0031754666,0.2011786,0.2477525
C1,1583.654,NA,NA,2015.517,-43.114273,0.028836548,-286.4531,1525.1478,44.86552,12830.652,0.0049970387,0.145625,0.221566
C1,1587.945,NA,NA,1958.9244,1.4312693,0.013278398,427.62985,1436.1361,49.014767,12463.995,-0.009608229,0.00965627,0.16386323
C1,1592.2359999999999,NA,NA,1928.0997,-8.056791,0.028144384,873.93164,1441.4938,47.092987,12344.382,0.0063276845,-0.116419114,0.13983805
C1,1596.527,NA,NA,1967.6484,35.41953,0.02124898,457.3832,1590.1847,42.211086,12663.116,-2.1493752e-05,-0.23189585,0.12361181
C1,1600.818,NA,NA,2145.4883,68.2441,0.013666324,-703.0015,1800.3799,42.801517,13842.437,-0.007644201,-0.4186451,0.035994213
C1,1605.109,NA,NA,2546.8318,149.35529,0.024642581,-2071.6604,1971.8209,43.080746,16493.137,0.0026989644,-0.3747872,-0.043314416
C1,1609.3999999999999,NA,NA,3049.7734,-52.577835,0.025892427,-2845.25,2078.0718,32.7652,20280.525,0.003062098,-0.29611066,-0.053100664
C1,1613.6909999999998,NA,NA,3421.1318,-132.58025,0.024679767,-2131.1672,2143.0166,24.525854,23479.295,0.0010961428,-0.24383156,-0.06856676
C1,1617.982,NA,NA,3594.7742,-94.45593,0.024428034,-197.19275,2195.0195,23.604853,24911.041,0.0007318594,-0.20114136,-0.11051949
C1,1622.273,NA,NA,3622.3352,-56.720486,0.023943057,1885.549,2246.2478,24.268503,25223.648,0.0012590055,-0.17175837,-0.11827707
C1,1626.5639999999999,NA,NA,3324.4277,-19.734207,0.01924418,2926.92,2289.722,24.928024,22977.396,-0.0014216149,-0.15686548,-0.11463789
C1,1630.855,NA,NA,2857.3015,9.993434,0.016221466,2599.632,2291.7764,27.337477,19776.488,-0.00174826,-0.1689369,-0.09510132
C1,1635.146,NA,NA,2439.276,35.051704,0.016581465,1677.2749,2187.2102,32.629997,17107.238,0.0014027633,-0.12581961,-0.0055301585
C1,1639.437,NA,NA,2053.0984,60.66609,0.0046759793,784.6712,1935.0612,38.373386,14556.298,-0.008478896,-0.05492592,0.013002713
C1,1643.7279999999998,NA,NA,1777.5045,37.889355,0.009934227,368.1229,1594.0142,39.103558,12756.575,-0.002579174,-0.15046728,-0.050273616
C1,1648.019,NA,NA,1643.4917,83.23536,0.014493539,249.10909,1293.3326,36.461464,11668.414,0.001183806,-0.13979594,-0.13211298
C1,1652.31,NA,NA,1518.8185,75.62438,0.01900615,278.86252,1119.0995,35.479816,10570.259,0.0037808856,-0.081351675,-0.21096389
C1,1656.6009999999999,NA,NA,1752.6758,74.98432,0.01733713,100.341805,1149.7166,34.645077,12047.753,-1.2138665e-05,0.015336037,-0.12786658
C1,1660.8919999999998,NA,NA,2273.3271,41.766033,0.02162049,-375.7135,1471.0333,32.13263,15943.56,0.0029097572,-0.106013335,0.05389257
C1,1665.183,NA,NA,2752.747,75.164505,0.023644583,-1238.5636,1969.0186,30.48929,19612.217,0.0043970826,-0.17696261,0.2275836
C1,1669.474,NA,NA,3135.6816,111.68972,0.011265845,-2279.9346,2471.3113,30.054758,22680.031,-0.008154281,-0.2636347,0.43929985
C1,1673.7649999999999,NA,NA,3612.7988,39.09274,0.022415416,-3291.552,2847.264,28.61561,26024.322,0.0028179744,-0.31442475,0.57966197
C1,1678.056,NA,NA,4204.404,-106.28082,0.020957299,-3678.347,3026.3079,23.99418,29945.814,0.0010558967,-0.31015393,0.4512945
C1,1682.347,NA,NA,4754.998,-133.90683,0.021031864,-2904.757,3040.088,17.773338,33840.457,0.00072612945,-0.31468013,0.38798666
C1,1686.638,NA,NA,5098.199,-101.417656,0.020691475,-762.50836,3020.4316,13.470149,36296.832,7.194791e-05,-0.3449143,0.30049932
C1,1690.9289999999999,NA,NA,5205.3223,-69.45429,0.020691508,1915.3026,3095.989,13.985889,37388.95,0.0002914583,-0.4187714,0.2518297
C1,1695.2199999999998,NA,NA,5048.148,-37.49088,0.02011242,3938.5374,3260.5808,17.573196,36769.99,0.0006261261,-0.40521753,0.20322485
C1,1699.511,NA,NA,4570.3496,-6.422016,0.018778836,4355.0854,3382.9707,20.936659,32705.592,0.00069746276,-0.30577824,0.14765982
C1,1703.802,NA,NA,3844.6277,22.586777,0.015103358,3313.7148,3329.4639,23.795143,27080.049,-0.00097584265,-0.26582494,0.076461874
C1,1708.0929999999998,NA,NA,2967.9688,45.917835,0.009662615,1796.289,3043.659,25.67306,21078.951,-0.0041417913,-0.26187667,-0.013757944
C1,1712.384,NA,NA,2277.1345,60.844257,0.015384525,933.43866,2576.9612,26.244608,16388.578,0.0031238403,-0.18608753,-0.27490637
C1,1716.675,NA,NA,2009.0737,24.609655,-0.0013813372,1141.7126,2103.7239,25.582481,14939.343,-0.013508063,-0.122443475,-0.5030939
C1,1720.966,NA,NA,2638.7273,22.475822,0.019819494,1707.0283,1868.062,23.286924,19713.842,0.006358542,-0.058713634,-0.45822212
C1,1725.257,NA,NA,3564.887,53.09219,0.019568523,1379.7402,1961.7396,21.744081,26323.406,0.0038668914,0.0033351977,-0.33233067
C1,1729.548,NA,NA,4268.8276,83.32086,0.020135911,-107.93246,2297.2742,22.811684,31173.021,0.002137888,0.076125465,-0.23730433
C1,1733.839,NA,NA,4692.6597,114.425995,0.020504173,-2101.4138,2743.7058,23.667185,33881.062,0.0008038776,0.1584024,-0.15921557
C1,1738.1299999999999,NA,NA,4785.383,26.10003,0.020793961,-3559.3333,3144.373,23.788849,34239.617,0.00038845418,0.21816862,-0.1094503
C1,1742.4209999999998,NA,NA,4588.133,-1.7782847,0.02069348,-3886.621,3353.8645,24.245672,32577.906,0.0003173787,0.247734,-0.06215
C1,1746.712,NA,NA,4169.8286,-89.81183,0.020409273,-3083.278,3288.204,24.188583,29406.31,0.00037267568,0.2526116,-0.020564238
C1,1751.003,NA,NA,3652.664,-118.28439,0.019778062,-1655.1119,2954.5645,22.814157,25559.057,0.0002756084,0.23983848,0.01515619
C1,1755.2939999999999,NA,NA,3096.257,-87.73205,0.01701479,-256.69968,2473.6199,21.29059,21394.037,-0.002091154,0.23433276,0.07406366
C1,1759.585,NA,NA,2639.3547,-61.448273,0.017224913,844.17816,2048.389,21.545652,18116.838,-0.0019567327,0.23447807,0.13986643
C1,1763.876,NA,NA,2408.678,-34.839916,0.020493504,1707.0283,1827.2826,24.478739,16810.967,0.0006378616,0.20798357,0.17417566
C1,1768.167,NA,NA,2286.9722,-3.182373,0.022378562,2064.0698,1766.267,29.13365,16223.563,0.0014679291,0.12996109,0.19854546
C1,1772.458,NA,NA,2282.9724,31.387136,0.023995174,1826.0421,1744.6832,32.69937,16218.944,0.0020910122,0.029389182,0.24646883
C1,1776.749,NA,NA,2376.2195,68.45392,0.023515873,844.17816,1739.2499,28.997017,16892.48,0.0010991202,-0.06911409,0.30523932
C1,1781.04,NA,NA,2462.1116,104.7803,0.021744145,-583.9876,1772.6093,23.93119,17500.295,-0.000515831,-0.15866499,0.21148562
C1,1785.331,NA,NA,2591.5146,138.36978,0.021327687,-1774.1259,1870.7855,23.016573,18400.463,-0.00021228478,-0.22320318,0.21180515
C1,1789.6219999999998,NA,NA,2751.8005,-8.684067,0.020606432,-2398.9482,2006.6954,23.655464,19488.518,0.00014331825,-0.25022736,0.18517168
C1,1793.913,NA,NA,2840.6016,-96.85207,0.01816451,-2309.6882,2066.43,20.821709,20034.816,-0.0010446982,-0.25646415,0.1834753
C1,1798.204,NA,NA,2913.5684,-68.79227,0.017336013,-1714.619,1992.2125,16.810062,20452.451,-0.0006762187,-0.26131305,0.18466294
C1,1802.495,NA,NA,2988.7727,-102.01229,0.0153614925,-703.00146,1874.7373,13.992874,20852.89,-0.0018044157,-0.24128155,0.16349857
C1,1806.786,NA,NA,3090.963,-78.28246,0.015044005,516.89014,1943.6322,13.529155,21441.088,-0.0019051101,-0.22533996,0.14738695
C1,1811.077,NA,NA,3323.6633,-55.04309,0.017760267,1915.3026,2276.8777,15.707635,23141.719,0.00029383643,-0.20028663,0.07420596
C1,1815.368,NA,NA,3613.6267,-27.60774,0.019504469,3194.7012,2664.7546,17.966467,25578.654,0.0009545416,-0.17647941,-0.014001329
C1,1819.6589999999999,NA,NA,3918.1125,2.5219848,0.021249654,3819.5234,2907.7373,17.613787,28346.99,0.0013578575,-0.1790843,-0.06812167
C1,1823.9499999999998,NA,NA,4133.346,35.3476,0.021943107,3224.4543,2953.132,16.198963,30658.74,0.00077287963,-0.1770008,-0.053271335
C1,1828.241,NA,NA,4276.2705,69.24444,0.022842547,1439.2472,2880.0137,15.76938,32473.162,0.0006962199,-0.16123374,-0.0016430219
C1,1832.532,NA,NA,4328.6943,104.53069,0.023590399,-1030.2894,2809.591,16.567629,33265.45,0.00086640543,-0.11936108,0.038970392
C1,1836.8229999999999,NA,NA,4230.891,140.97218,0.023684109,-3083.278,2802.3616,17.717772,32713.842,0.0008222591,-0.024224957,0.07220427
C1,1841.114,NA,NA,3994.9365,-2.4415436,0.022835014,-3737.8538,2815.8757,20.086376,30949.818,0.0004330425,0.19057016,0.11174476
C1,1845.405,NA,NA,3613.093,-87.16693,0.021443607,-2815.4968,2744.0183,24.611338,28020.936,0.00041586228,0.13817127,0.13511615
C1,1849.696,NA,NA,3174.138,-114.04171,0.02016676,-1119.5499,2503.5457,28.855621,24678.486,0.0014564713,0.17592804,0.14534362
C1,1853.987,NA,NA,2594.664,-82.88889,0.01350423,427.6298,2103.131,28.199553,20278.58,-0.00253793,0.2337749,0.16500545
C1,1858.278,NA,NA,1970.9413,-62.028103,0.0067925355,933.43854,1659.4551,26.593637,15573.3,-0.0069421898,0.28351387,0.15653189
C1,1862.569,NA,NA,1718.0131,-51.535263,0.0105528,695.4108,1365.7701,29.254877,13755.751,-0.0017973082,0.16280925,0.13359039
C1,1866.86,NA,NA,1718.538,-35.233723,0.015313766,487.13672,1407.9004,35.02334,13877.925,0.0030705247,-0.097123586,0.16586804
C1,1871.1509999999998,NA,NA,1951.0094,-41.577625,0.010458387,992.9454,1677.0465,37.287357,15861.496,-0.002797614,-0.35196462,0.23924358
C1,1875.442,NA,NA,2509.4614,-25.421926,0.016906466,2064.0698,1979.7948,36.147205,20643.266,0.002199127,-0.30593225,0.17950094
C1,1879.733,NA,NA,3014.1292,0.69450504,0.018343404,2926.92,2203.597,35.46388,25141.57,0.0025750957,-0.24469607,0.25152776
C1,1884.024,NA,NA,3293.9524,29.03066,0.0179288,2837.6594,2269.3044,33.24042,27863.295,0.0019551425,-0.17864819,0.31806624
C1,1888.315,NA,NA,3305.0059,56.726353,0.015712038,1796.2887,2152.3245,29.417654,28369.367,0.0004758621,-0.1338151,0.3158935
C1,1892.606,NA,NA,3118.5706,80.99767,0.012194446,397.8763,1903.5221,24.317993,27156.139,-0.0015527847,-0.10314862,0.27688143
C1,1896.897,NA,NA,2826.216,99.835175,0.009302104,-643.49457,1656.3882,19.419943,24869.709,-0.002882133,-0.1264224,0.16837914
C1,1901.1879999999999,NA,NA,2627.843,114.20469,0.008384634,-1119.5498,1621.1359,17.068346,23225.88,-0.0029245792,-0.16146731,0.068781495
C1,1905.4789999999998,2.0,0.23217229120000338,2767.2441,127.156944,0.011568849,-1536.0981,1908.1703,16.756277,24305.338,0.00014719379,-0.17821567,-0.04277718
C1,1909.77,1.0,0.18830692419999961,3067.584,145.02803,0.013461747,-2250.181,2336.3567,18.599197,26800.172,0.0011002932,-0.18243869,-0.10914787
C1,1914.061,2.0,0.20809408519999956,3358.7744,45.8232,0.0150831295,-2994.0173,2690.9448,21.78273,28691.775,0.0014357109,-0.20353226,-0.10966333
C1,1918.3519999999999,2.0,0.20051622099999977,3624.711,9.1230135,0.015937665,-3410.5657,2856.5195,22.816652,30205.787,0.0011782594,-0.2785701,-0.116060495
C1,1922.643,1.0,0.18476194219999928,3756.7678,-146.25713,0.016199209,-3083.278,2795.7742,20.79003,31121.244,0.0008112022,-0.4130096,-0.10117785
